target_desc	target_id
candies, fudge, chocolate, with nuts, prepared-from-recipe	19101
candies, fudge, peanut butter, prepared-from-recipe	19102
candies, fudge, vanilla, prepared-from-recipe	19103
candies, fudge, vanilla with nuts	19104
candies, fudge, chocolate marshmallow, with nuts, prepared-by-recipe	19301
candies, fudge, chocolate marshmallow, prepared-from-recipe	19379
candies, almond joy candy bar	19065
candies, nestle, butterfinger bar	19069
candies, caramello candy bar	19075
candies, symphony milk chocolate bar	19093
candies, 5th avenue candy bar	19098
candies, krackel chocolate bar	19110
candies, nestle, baby ruth bar	19111
candies, mars snackfood us, mars almond bar	19115
candies, nestle, oh henry! bar	19118
candies, nestle, chunky bar	19119
candies, hershey's pot of gold almond bar	19130
candies, mars snackfood us, milky way bar	19135
candies, mounds candy bar	19142
candies, mr. goodbar chocolate bar	19143
candies, nestle, 100 grand bar	19144
candies, nestle, crunch bar and dessert topping	19145
candies, mars snackfood us, snickers bar	19155
candies, mars snackfood us, twix caramel cookie bars	19160
candies, mars snackfood us, twix peanut butter cookie bars	19161
candies, whatchamacallit candy bar	19162
candies, special dark chocolate bar	19164
candies, reese's nutrageous candy bar	19239
candies, mars snackfood us, milky way caramels, milk chocolate covered	19256
candies, mars snackfood us, milky way caramels. dark chocolate covered	19258
candies, mars snackfood us, snickers munch bar	19295
candies, mars snackfood us, snickers almond bar	19302
candies, mars snackfood us, cocoavia chocolate bar	19326
candies, mars snackfood us, cocoavia blueberry and almond chocolate bar	19327
candies, mars snackfood us, cocoavia crispy chocolate bar	19328
candies, mars snackfood us, snickers cruncher	19359
candies, reese's fast break, milk chocolate, peanut butter, soft nougats, candy bar	19896
candies, mars snackfood us, twix chocolate fudge cookie bars	42183
candies, mars snackfood us, milky way midnight bar	42196
milk, canned, condensed, sweetened	1095
margarine, 30 % fat, vegetable fat	1248
margarine, 40 % fat, vegetable fat	1249
margarine, 70 % fat, table use, soft, vegetable fat	1252
margarine, 80 % fat, for frying/baking, vegetable fat	1253
margarine, 80 % fat, table use, soft, vegetable fat	1255
margarine, 80 % fat, table use, vegetable fat	1250
margarine, regular, hard, soybean (hydrogenated)	4073
margarine, regular, 80% fat, composite, stick, with salt	4610
margarine, regular, 80% fat, composite, tub, with salt	4611
margarine, regular, 80% fat, composite, stick, without salt	4617
margarine, regular, 80% fat, composite, tub, without salt	4618
margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils	4628
margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick	4629
margarine spread, approximately 48% fat, tub	4630
margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries	4665
margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy	4668
margarine, 80% fat, tub, canola harvest soft spread (canola, palm and palm kernel oils)	4684
margarine, regular, 80% fat, composite, stick, with salt, with added vitamin d	4691
margarine, regular, 80% fat, composite, tub, with salt, with added vitamin d	4692
margarine, regular, 80% fat, composite, stick, without salt, with added vitamin d	4696
blended spread, 80% fat	1235
margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt	4128
margarine-like, margarine-butter blend, soybean oil and butter	4585
margarine-like, vegetable oil-butter spread, tub, with salt	4600
margarine-like, vegetable oil spread, 60% fat, stick, with salt	4612
margarine-like, vegetable oil spread, 60% fat, tub, with salt	4613
margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt	4614
margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt	4620
margarine-like, vegetable oil spread, fat free, liquid, with salt	4624
margarine-like spread with yogurt, 70% fat, stick, with salt	4626
margarine-like spread with yogurt, approximately 40% fat, tub, with salt	4627
margarine-like, vegetable oil spread, fat-free, tub	4631
margarine-like, vegetable oil spread, 20% fat, with salt	4633
margarine-like, vegetable oil spread, 20% fat, without salt	4634
margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries	4655
margarine-like spread, smart balance regular buttery spread with flax oil	4673
margarine-like spread, smart balance light buttery spread	4674
margarine-like spread, smart beat super light without saturated fat	4675
margarine-like spread, smart beat smart squeeze	4676
margarine-like spread, smart balance omega plus spread (with plant sterols & fish oil)	4677
margarine, margarine-like vegetable oil spread, 67-70% fat, tub	4683
margarine-like spread, benecol light spread	4687
margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin d	4690
margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin d	4693
margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin d	4694
margarine-like vegetable-oil spread, stick/tub/bottle, 60% fat, with added vitamin d	4695
margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt, with added vitamin d	4697
vegetable oil-butter spread, reduced calorie	42151
margarine-like, vegetable oil spread, stick or tub, sweetened	42256
margarine-like, butter-margarine blend, 80% fat, stick, without salt	42307
margarine-like, vegetable oil-butter spread, reduced calorie, tub, with salt	42309
hummus, home prepared	16137
hummus, commercial	16158
potato puffs, frozen, unprepared	11398
potato puffs, frozen, oven-heated	11399
potatoes, scalloped, home-prepared with butter	11372
potatoes, au gratin, home-prepared from recipe using butter	11373
potatoes, au gratin, dry mix, unprepared	11384
potatoes, au gratin, dry mix, prepared with water, whole milk and butter	11385
potatoes, scalloped, dry mix, unprepared	11386
potatoes, scalloped, dry mix, prepared with water, whole milk and butter	11387
potatoes, au gratin, home-prepared from recipe using margarine	11843
potatoes, scalloped, home-prepared with margarine	11844
milk substitutes, fluid, with lauric acid oil	1076
milk, imitation, non-soy	43543
cloudberry	100
red raspberry	68
strawberry	70
plum, fresh	51
common bean [black], whole, raw	545
blackcurrant	78
black elderberry	125
black chokeberry	107
redcurrant	87
pomegranate, juice from concentrate	926
pomegranate, pure juice	192
lowbush blueberry	82
highbush blueberry	96
blackberry	80
aestivalis grape [black]	63
grape [black]	142
wine [red]	136
onion [red], raw	256
orange [blood], pure juice	10
lettuce [red], raw	315
lettuce [green], raw	314
endive [curly], raw	312
endive [escarole], raw	313
grape [green]	144
american cranberry	75
lingonberry	84
apple [dessert], whole	23
red raspberry, jam	69
blackberry, jam	81
lowbush blueberry, jam	83
blackcurrant, jam	79
sweet cherry, jam	121
apple [cider], peeled	34
apple [dessert], peeled	24
pistachio, dehulled	727
greencurrant	90
olive [black], raw	757
sour cherry, jam	123
peach, peeled	46
nectarine, peeled	61
whitecurrant	91
sweet cherry	47
sour cherry	48
common bean [others], whole, raw	588
common bean [white], whole, raw	546
nectarine, whole	56
wine [white]	137
broad bean pod, raw	573
beer [alcohol free]	534
beer [regular]	542
beer [ale]	494
beer [dark]	496
apple [cider], pure juice	35
apple [dessert], pure juice	25
pear, whole	39
apple [dessert], juice from concentrate	26
apricot, nectar	198
apple [dessert], puree	199
apple [dessert], jelly	941
apple [dessert], jam	27
apple [dessert], compote	942
apricot, jam	59
apricot, puree	197
apple [cider], juice from concentrate	36
plum, prune pure juice	65
plum, prune juice from concentrate	66
mexican oregano, dried	803
wine [rosé]	138
grape [green], pure juice	244
fox grape [black]	159
fox grape [green], pure juice	205
european cranberry	94
chocolate, milk, beverage	694
tea [black], bottled	208
tea [black], infusion	30
sea-buckthornberry, pure juice	134
german camomile, tea	872
peppermint, tea	878
tea [oolong], bottled	210
tea [oolong], infusion	31
tea [green], infusion	29
tea [green], bottled	209
kiwi, pure juice	930
kiwi, juice from concentrate	931
pear, pure juice	38
sherry	148
champagne	140
cider	28
persimmon, fresh	927
custard apple	186
grape, raisin	147
plum, prune	52
pomegranate	181
fig, peeled, fresh	925
coffee beverage [filter]	555
pear, peeled	40
medlar	188
quince, peeled	41
eggplant [purple], whole, raw	361
brussel sprouts, raw	334
common cabbage [red], raw	284
oxheart cabbage, raw	463
sweet pepper [green], raw	707
sweet pepper [red], raw	708
olive [green], raw	756
peach, whole	45
orange [blond]	8
melon	161
red beetroot, raw	501
chickpea, whole, raw	584
lentils, whole, raw	472
barley, whole grain flour	301
sugar pea, raw	448
green bean, raw	335
fresh pea, raw	655
chocolate, dark	441
brazil nut	714
maize, whole grain	305
hazelnut	716
macadamia nut	729
cashew nut	715
bread, whole grain flour	230
broad bean seed, whole, raw	567
lentils, dehulled, raw	569
common wheat, refined flour	226
pines	730
peanut	477
pecan nut	713
walnut	185
zucchini, raw	504
pumpkin, puree	544
tomato, whole, raw	259
black raspberry	102
walnut, liquor	726
sweet bay, dried	848
ceylan cinnamon	839
pepper spice [black]	805
nutmeg	840
star anise	844
pepper spice [white]	846
pepper spice [green]	847
cloves	804
ginger, dried	792
marjoram, dried	749
rosemary, dried	751
quince, jam	44
quince, jelly	43
orange [blond], pure juice	6
orange [blond], juice from concentrate	9
orange [blood], juice from concentrate	7
tangerine, juice from concentrate	21
grapefruit, pure juice	15
grapefruit, juice from concentrate	12
grapefruit/pummelo hybrid, pure juice	18
lime, pure juice	207
lemon, pure juice	17
lemon, juice from concentrate	196
peppermint, dried	739
onion [yellow], raw	258
fennel, dried	799
dill, dried	791
hyssop, dried	748
lemon balm, dried	740
german camomile, dried	795
anise herb, dried	798
coriander, dried	797
common sage, dried	750
common thyme, dried	770
sweet basil, dried	747
parsley, dried	467
silver linden, dried	796
pummelo, pure juice	13
welsh onion, fresh	479
savoy cabbage, raw	285
grapefruit	11
sweet pepper [yellow], raw	709
tomato [cherry], whole, raw	261
celery stalks, raw	409
celery leaves, fresh	350
common sage, fresh	742
italian oregano, fresh	760
common thyme, fresh	743
garden cress, raw	780
dill, fresh	768
coriander, fresh	778
chives, fresh	769
tarragon, fresh	781
watercress, fresh	468
sweet basil, fresh	766
oregano, fresh (wild marjoram)	735
lemon balm, fresh	737
lovage, fresh	758
olive, oil, extra virgin	831
rape seed, oil	851
onion [white], raw	257
olive, oil, refined	832
olive, oil, virgin	817
common cabbage [purple], raw	272
common cabbage [green], raw	283
common cabbage [white], raw	266
kai-lan, raw	274
napa cabbage, raw	324
pak choy, raw	323
sauerkraut	286
muskmelon	183
tangerine	22
radish [black], raw	351
fennel, fresh leaves	755
angelica, fresh	842
wild turnip tops, fresh	453
horseradish, fresh	854
purslane, fresh	455
common wheat, whole grain flour	225
buckwheat, whole grain flour	322
buckwheat, thermally treated groats	532
celery seed	816
common verbena, fresh	838
globe artichoke, heads, raw	370
lemon verbena, dried	794
chilli pepper [yellow], raw	543
chilli pepper [green], raw	362
chilli pepper [red], raw	363
lemon verbena, tea	881
tangerine, pure juice	20
red raspberry, pure juice	104
blackcurrant, wine	149
black crowberry, wine	151
capers	793
oval-leaf huckleberry	111
rabbiteye blueberry	101
rowanberry	109
red huckleberry	113
sea-buckthornberry	116
evergreen huckleberry	112
bog bilberry	93
cascade huckleberry	115
black huckleberry	110
black crowberry	108
arctic blackberry	99
half-highbush blueberry	114
sweet rowanberry	117
swiss chard leaves [red], raw	320
swiss chard leaves [white], raw	395
swiss chard stems [red], raw	321
swiss chard stems [white], raw	394
soybean, sprout, raw	474
fenugreek, fresh	774
chinese chives, fresh	478
fenugreek seed	776
buckwheat, refined flour	318
shallot, raw	382
apple [cider], whole	33
rowanberry, pure juice	72
fennel, tea	875
oat, whole grain flour	306
